"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Maharashtra","Buldana","Nandura","2019-2020","April","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.4.4","Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","16.7.2","Number of Adolscent / Adult deaths due to Tuberculosis","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","8.14","Number of Centchroman (weekly) pill strips distributed","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","9.11","Number of severely underweight children provided Health Checkup (0-5 yrs)","M9 [CHILD IMMUNISATION]","4","NA","4","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","14","NA","0","14"
"Maharashtra","Buldana","Shegaon","2019-2020","April","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","1.2.4","Number of PW given 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","231","NA","219","12"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","1.5.1","Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","2","NA","0","2"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","9.6.2","Number of cases of AEFI - Death","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","1.4.2","Number of PW having Hb level<11 (tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","315","301","569","47"
"Maharashtra","Buldana","Buldana","2019-2020","April","2.1.1.a","Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM)","M2 [Deliveries]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","10.10","Childhood Diseases - Malaria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","1161","NA","1161","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.7.13","Number of Adolscent / Adult deaths due to Known Chronic Disease","M16 [Details of deaths reported with probable causes:]","5","0","5","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","4.2","Abortion (spontaneous)","M4 [Pregnancy outcome & details of new-born]","3","NA","3","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","1","NA","1","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","689","NA","0","689"
"Maharashtra","Buldana","Chikhali","2019-2020","April","16.5.2","Number of Maternal Deaths due to High fever","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","1.6.2.d","Number of babies diagnosed with  Congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","8.6","Number of IUCD Removals","M8 [Family Planning]","1","NA","1","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","1","NA","0","1"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","83","NA","71","12"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.4.2","Inpatient - Dengue","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.13","Number of deaths occurring at SNCU","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","16.7.1","Number of Adolscent / Adult deaths due to Diarrhoeal diseases","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","9.1.17","Child immunisation - Inactivated Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","151","NA","135","16"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","9.1.18","Child immunisation - Inactivated Polio Vaccine 2 (IPV 2)","M9 [CHILD IMMUNISATION]","134","NA","129","5"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","14.20","Patient Satisfaction Score of the facility in percentage (from Mera Aspatal)","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","9.4.4","Child immunisation - OPV Booster","M9 [CHILD IMMUNISATION]","464","NA","370","94"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","9.5.4","Children more than 16 years received TT16","M9 [CHILD IMMUNISATION]","178","NA","31","147"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolscent Health]","10","NA","10","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","2","NA","2","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Mehkar","2019-2020","April","14.1.8","Outpatient - Dental","M14 [Patient Services]","319","NA","8","311"
"Maharashtra","Buldana","Mehkar","2019-2020","April","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","9050","NA","6991","2059"
"Maharashtra","Buldana","Mehkar","2019-2020","April","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","205","NA","135","70"
"Maharashtra","Buldana","Mehkar","2019-2020","April","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Motala","2019-2020","April","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","NA","0","NA"
"Maharashtra","Buldana","Buldana","2019-2020","April","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","92","0","92","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","238","0","220","18"
"Maharashtra","Buldana","Buldana","2019-2020","April","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","2","0","2","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","171","0","136","35"
"Maharashtra","Buldana","Buldana","2019-2020","April","13.1","Number of on-going DOTS patients registered","M13 [Directly Observed Treatment, Short-course (DOTS)]","11","NA","11","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","393","NA","391","2"
"Maharashtra","Buldana","Buldana","2019-2020","April","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","17902","NA","16227","1675"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.5.1","Number of Maternal Deaths due to Bleeding","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.5.6","Number of Maternal Deaths due to Other Causes (including causes not known)","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","7.1.2","New RTI/STI cases identified - Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","8.17.6","Deaths following female sterilization","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.18","Blood Units Issued on replacement (Family Donors to be considered as replacement donations)","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Chikhali","2019-2020","April","16.7.4","Number of Adolscent / Adult deaths due to Other Fever Related","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","9.1.7","Child immunisation - Pentavalent 2","M9 [CHILD IMMUNISATION]","166","NA","128","38"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","10","NA","10","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","6.4","Number of mothers provided 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","37","NA","6","31"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","16.3.3","Number of Infant Deaths (1 -12 months) due to Fever related","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","2","NA","2","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","751","NA","672","79"
"Maharashtra","Buldana","Lonar","2019-2020","April","2.1.1.a","Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM)","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Buldana","Lonar","2019-2020","April","4.2","Abortion (spontaneous)","M4 [Pregnancy outcome & details of new-born]","4","NA","4","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","9.3.3","Child immunisation - JE 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","11.2.2","Kala Azar Positive Cases","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Buldana","Lonar","2019-2020","April","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","348","NA","286","62"
"Maharashtra","Buldana","Malkapur","2019-2020","April","1.5.1","Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","6","NA","0","6"
"Maharashtra","Buldana","Malkapur","2019-2020","April","14.1.7","Outpatient - Ophthalmic Related","M14 [Patient Services]","46","NA","4","42"
"Maharashtra","Buldana","Malkapur","2019-2020","April","14.4.1","Inpatient - Malaria","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","31","NA","0","31"
"Maharashtra","Buldana","Malkapur","2019-2020","April","14.8.7","Number of blood transfusions done","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","16.2.2","Infant Deaths up to 4 weeks due to Asphyxia","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Mehkar","2019-2020","April","8.2.1","Number of Laparoscopic sterilizations (excluding post abortion) conducted","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","9.5.1","Child immunisation - Typhoid","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Motala","2019-2020","April","14.3.2.a","Inpatient (Female)- Children<18yrs","M14 [Patient Services]","69","NA","69","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","8.17.2","Complications following female sterilization","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","9.1.5","Child immunisation - DPT3","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","196","NA","196","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","9.11","Number of severely underweight children provided Health Checkup (0-5 yrs)","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","186","NA","186","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","10.9","Childhood Diseases - Measles","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","16.7.3","Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB)","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","16.7.11","Number of Adolscent / Adult deaths due to Animal bites and stings","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","16.8.3","Number of Deaths due to Kala Azar","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","7","NA","0","7"
"Maharashtra","Buldana","Shegaon","2019-2020","April","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","5","NA","3","2"
"Maharashtra","Buldana","Shegaon","2019-2020","April","10.8","Childhood Diseases - Acute Flaccid Paralysis(AFP)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","10.10","Childhood Diseases - Malaria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","10","NA","10","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","14.6.4","Emergency - Snake Bite","M14 [Patient Services]","6","NA","6","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","6","NA","6","NA"
"Maharashtra","Buldana","Lonar","2019-2020","April","1.2.1","Number of PW given TT1","M1 [Ante Natal Care (ANC)]","141","NA","113","28"
"Maharashtra","Buldana","Lonar","2019-2020","April","3.1.1","C-sections, performed at night (8 PM- 8 AM)","M3 [Number of Caesarean (C-Section) deliveries]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","9.4.6","Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","1.4.3","Number of PW having Hb level<7 (tested cases)","M1 [Ante Natal Care (ANC)]","11","NA","1","10"
"Maharashtra","Buldana","Malkapur","2019-2020","April","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","8.6","Number of IUCD Removals","M8 [Family Planning]","5","NA","5","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","2","NA","2","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolscent Health]","248","NA","0","248"
"Maharashtra","Buldana","Malkapur","2019-2020","April","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Mehkar","2019-2020","April","1.2.2","Number of PW given TT2","M1 [Ante Natal Care (ANC)]","302","NA","232","70"
"Maharashtra","Buldana","Mehkar","2019-2020","April","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","9.1.21","Child immunisation - Rotavirus 3","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","14.3.2.a","Inpatient (Female)- Children<18yrs","M14 [Patient Services]","52","NA","20","32"
"Maharashtra","Buldana","Mehkar","2019-2020","April","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","776","NA","333","443"
"Maharashtra","Buldana","Mehkar","2019-2020","April","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","16.7.12","Number of Adolscent / Adult deaths due to Known Acute Disease","M16 [Details of deaths reported with probable causes:]","4","NA","4","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","16.8.4","Number of Deaths due to Dengue","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Motala","2019-2020","April","9.1.21","Child immunisation - Rotavirus 3","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","679","NA","679","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","15.4.1","Widal tests - Number Tested","M15 [Laboratory Testing]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","16.5.3","Number of Maternal Deaths due to Abortion","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","8.16","Number of Pregnancy Test Kits (PTK) used","M8 [Family Planning]","48","NA","48","NA"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","1","NA","1","NA"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","1","NA","0","1"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","26","NA","NA","26"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","9.3.1","Child immunisation - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","8","0","0","8"
"Maharashtra","Buldana","Buldana","2019-2020","April","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Buldana","Buldana","2019-2020","April","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","7923","NA","7811","112"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.5.5","Number of Maternal Deaths due to Severe hypertesnion/fits","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","363","NA","283","80"
"Maharashtra","Buldana","Chikhali","2019-2020","April","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","9.1.1","Child immunisation - Vitamin K1 (Birth Dose)","M9 [CHILD IMMUNISATION]","108","NA","48","60"
"Maharashtra","Buldana","Chikhali","2019-2020","April","9.1.20","Child immunisation - Rotavirus 2","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","1","NA","NA","1"
"Maharashtra","Buldana","Chikhali","2019-2020","April","15.3.2.a","Female Non ANC HIV - Number Tested","M15 [Laboratory Testing]","170","NA","7","163"
"Maharashtra","Buldana","Chikhali","2019-2020","April","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","16.7.12","Number of Adolscent / Adult deaths due to Known Acute Disease","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","149","NA","127","22"
